-inf,-inf,4.768907343952343697e-02,-inf,0.000000000000000000e+00,1.458407970660250633e-03,4.667899494424010420e-02,2.082118978183868929e-01,3.332184224864958438e-02,2.367770604332718187e-02,2.188950663168076974e-02,3.868691718475028227e-03
5.355041836062363059e-03,2.457382156559859837e-02,-inf,-inf,3.807809817232857014e-03,1.977319534423645914e-02,3.285714890369245689e-02,4.164017868870360795e-02,8.650532814733054299e-03,1.416684152648082368e-02,1.352806178554665992e-02,3.294083121743132669e-02
-inf,2.399876056345971037e-02,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.785804943934426792e-02,0.000000000000000000e+00,3.943416770708246810e-02,1.094466939948177039e-05,0.000000000000000000e+00
4.336600656354247518e-02,-inf,-inf,-inf,3.892232631589667528e-03,1.775139436778291196e-02,2.944531481214131274e-02,2.082120668214321180e-01,0.000000000000000000e+00,9.920922045689246210e-03,3.808695705689398026e-02,1.903538021642142697e-02
-inf,-inf,-inf,-inf,5.000000000000000971e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.408613667805891700e-01,0.000000000000000000e+00,8.622002695197718974e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.671075242112523770e-03,8.072854907169975391e-03,4.007243143804568863e-02,8.329984236154622246e-03,-inf,7.898584340048536365e-03,8.199943789055265039e-03,8.073666932052386835e-03,8.072554989302843653e-03,4.033118327475946480e-02,4.027073249852940184e-02,8.328563262270409148e-03
-inf,3.470254127286742272e-05,0.000000000000000000e+00,6.004799987040457948e-03,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.358741784884562986e-03,1.537896401876373727e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.659375000000003217e-06,-inf,1.816507044526690469e-04,3.783733894220413924e-02,-inf,7.820735037905734641e-03,2.401243854268497041e-04,0.000000000000000000e+00,4.036447534234333112e-02,2.009398344782829110e-02,2.918201653181546652e-03,2.750261645018220631e-03
-inf,-inf,7.500000000000002325e-04,0.000000000000000000e+00,-inf,2.506948407965056431e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.566022686245252732e-04,-inf,7.060041809680265949e-03,-inf,9.195750834921774227e-05,0.000000000000000000e+00,1.615479203046295970e-02,1.260168002211448438e-02,3.079009824353784452e-02,2.014305843767976167e-01,1.477548019235072618e-02
-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,7.748542376518249494e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,-inf,4.382703062814866102e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-inf,-inf,-inf,7.500000000000001457e-03,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.258879302258619354e-03,3.885891212963382690e-02,6.901540566548918301e-03,-inf,-inf,1.757704155970693516e-02,1.338778472244560400e-03,4.035850591970391310e-02,3.897092460702948624e-02,3.067511900676300231e-03,4.164717193759012032e-02,4.114838850970398143e-02
-inf,2.576677585929106062e-02,0.000000000000000000e+00,-inf,-inf,2.968066860576191578e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.047388820762123224e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.504070975112916382e-04
2.060560730183694234e-02,-inf,2.765023751077209241e-03,-inf,-inf,3.048108187419996951e-02,2.356394971039931559e-03,3.052602671002249343e-02,2.018207111809544041e-01,1.711304322323849852e-02,1.129015612139328516e-02,1.237723128433228063e-03
-inf,-inf,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,1.946217647331152378e-01,2.424183301544189685e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.130500556614515428e-04,6.149716860105474856e-04,-inf,-inf,-inf,6.996878681614515259e-04,1.000000000000000238e-03,7.778123275705541365e-03,3.761870944055106802e-02,1.033625049024673032e-02,0.000000000000000000e+00,6.065963716698546601e-03
-inf,0.000000000000000000e+00,-inf,-inf,-inf,6.130500556614515428e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.107868995537763038e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,-inf,-inf,-inf,7.720658440330215033e-03,0.000000000000000000e+00,9.221996664721296422e-02,0.000000000000000000e+00,1.219513823015616269e-02,0.000000000000000000e+00,0.000000000000000000e+00
-inf,-inf,-inf,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.800091840780864517e-03,8.327780600201334718e-03,7.925167058474069659e-03,4.033097728409754112e-02,7.708376806458852246e-03,-inf,8.055591625720823212e-03,8.026342224695564784e-03,8.312773351285334886e-03,8.329649395368038389e-03,4.033102884347573858e-02,4.030005306826168338e-02
-inf,7.820629095190794161e-05,1.250000000000000460e-03,4.032630383858237799e-02,2.968066860576191795e-04,-inf,0.000000000000000000e+00,3.437784375000000388e-03,1.349054470991007185e-03,8.641549443054200529e-05,0.000000000000000000e+00,5.002998296400553878e-04
5.213752730127196107e-05,-inf,8.174459759162193417e-03,4.164402291603224587e-02,6.646383700302958483e-03,-inf,1.349065098960741064e-03,2.322128451377888925e-02,2.747740241477658542e-04,0.000000000000000000e+00,2.009106893343306013e-02,1.140366689829320481e-03
-inf,-inf,0.000000000000000000e+00,5.213752730127195565e-04,0.000000000000000000e+00,-inf,0.000000000000000000e+00,5.050000000000001319e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000002325e-04,8.276509191338378771e-03,-inf,8.438142728732773816e-04,0.000000000000000000e+00,-inf,4.033927434562421810e-02,2.910195260177375056e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.698617645826217597e-03,2.269321667373878221e-02
-inf,0.000000000000000000e+00,-inf,1.350370416893439680e-04,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.397726321559379301e-02,0.000000000000000000e+00
0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,5.051518890380861122e-04,1.158253522263345131e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.150873030286425514e-02,6.060711146513564205e-05
-inf,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000454e-03
4.035726400938208225e-02,4.159892913014270888e-02,2.068939215072846879e-02,-inf,3.867156480099488702e-02,-inf,3.854915668056983769e-02,4.161242408500413770e-02,4.154832921483603281e-02,4.165313094274945838e-02,2.016623200205568955e-01,2.014869671590103217e-01
-inf,1.873234848710966446e-02,1.442518520844672351e-03,-inf,2.965980135178562360e-03,-inf,1.635483711196215884e-02,3.677195350741367663e-02,3.426429616884406337e-02,1.837670026674050354e-03,5.213852481398041638e-02,2.018302563748369804e-01
8.600757985209168260e-03,-inf,2.557496129603470392e-02,-inf,3.209892496892626651e-02,-inf,1.601748868827016642e-02,2.045684928217146314e-01,1.575035583449392873e-01,8.881927230142399460e-03,1.111021120092282599e-01,2.082154898852262848e-01
-inf,-inf,0.000000000000000000e+00,-inf,3.002311511904780586e-02,-inf,0.000000000000000000e+00,2.856652853163060488e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.500003225162977599e-02,1.289373184651428361e-01
1.350370416893439680e-04,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.707714344019533315e-01,0.000000000000000000e+00
-inf,1.350370416893439517e-03,-inf,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.847867440122755297e-03,1.375000000000000180e-02,1.258848103412923318e-03
0.000000000000000000e+00,-inf,-inf,-inf,7.720658440330215033e-03,-inf,0.000000000000000000e+00,0.000000000000000000e+00,1.812064912048185206e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.004519871592496338e-02
-inf,-inf,-inf,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.538975261972152543e-02,9.002469445956262292e-03,0.000000000000000000e+00
3.013578803089902894e-04,8.280534185351545728e-03,0.000000000000000000e+00,3.861213551293036454e-03,-inf,-inf,2.803123702651773058e-04,0.000000000000000000e+00,3.124787284634309575e-03,4.152802859588680673e-02,1.297626030705783910e-03,0.000000000000000000e+00
-inf,0.000000000000000000e+00,5.165694917678833285e-03,2.968066860576191578e-03,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.761032962036132963e-04,9.102388502742165492e-05
1.543642688643370861e-04,-inf,3.148865422442414207e-03,4.169519506981059220e-02,-inf,-inf,1.759967885101181668e-03,0.000000000000000000e+00,4.679021660748845617e-03,5.000000000000000971e-03,0.000000000000000000e+00,7.940723148851344670e-03
-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,1.543642688643370644e-03,0.000000000000000000e+00,5.099343750000002095e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-inf,1.838553278654629902e-03,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.378681098385432270e-02,7.748542376518249841e-02,0.000000000000000000e+00
5.218158400270737213e-03,-inf,-inf,7.720658440330215033e-03,-inf,-inf,0.000000000000000000e+00,3.099691719692240083e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-inf,-inf,-inf,0.000000000000000000e+00,-inf,-inf,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.218158400270736519e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.790156121393284672e-03,0.000000000000000000e+00,-inf,-inf,-inf,4.857958839309497231e-04,0.000000000000000000e+00,3.974239949832882035e-02,0.000000000000000000e+00,2.063167772205968808e-01,1.495535072068398044e-02
-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,-inf,1.015098716614488538e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.968066860576191318e-02,9.089331411156267859e-02
2.969635841853468516e-02,-inf,1.351115227057787631e-02,-inf,-inf,-inf,2.018178628921509302e-04,0.000000000000000000e+00,1.479169882542741843e-01,2.689341323352092213e-04,2.087848352220111892e-01,9.770089929691784525e-02
-inf,-inf,0.000000000000000000e+00,-inf,-inf,-inf,0.000000000000000000e+00,1.893487504093333829e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.143200026859578416e-02,2.029059742079242831e-03
1.991517348405130380e-02,0.000000000000000000e+00,-inf,-inf,-inf,-inf,1.732756249999999878e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.777749464078863438e-03,0.000000000000000000e+00
-inf,0.000000000000000000e+00,-inf,-inf,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.822111730540841579e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,-inf,-inf,-inf,-inf,3.158962350004803753e-03,1.423002419345344438e-01,1.209970621299195914e-02,0.000000000000000000e+00,1.052936009063846524e-02,0.000000000000000000e+00
-inf,-inf,-inf,-inf,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.109390608349336144e-01,0.000000000000000000e+00
3.751182932376407458e-02,8.328598238798202991e-03,4.032883589438482352e-02,8.328653396059350345e-03,8.085868497191924312e-03,8.045062146940670095e-03,-inf,4.032763698240074413e-02,8.328132016556705902e-03,8.325962024760980712e-03,8.327967544879782275e-03,7.983337999095636156e-03
-inf,8.603535174582994591e-03,1.929753654258296591e-01,4.944601595053996386e-03,0.000000000000000000e+00,1.733231055956126242e-03,-inf,1.008204492976532141e-01,3.262379978597780214e-03,4.043683998877788122e-02,1.250000000000000069e-02,3.346890321227343271e-03
5.333842315945818216e-03,-inf,1.000000000000000454e-04,4.164477991627278664e-02,0.000000000000000000e+00,1.316701384550617460e-03,-inf,4.052819175537111795e-02,0.000000000000000000e+00,5.845565026183000695e-03,2.300899852567565504e-03,2.432587773499257698e-04
-inf,-inf,0.000000000000000000e+00,4.774388254705368845e-02,0.000000000000000000e+00,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.843247430920602616e-06,0.000000000000000000e+00
9.539876709288114265e-02,2.135367260951520369e-03,-inf,3.383837474746130558e-02,2.342684404985313773e-02,3.854503663644434641e-02,-inf,2.016449135812953264e-01,9.698236607168824602e-03,1.651169930698278415e-02,1.952364537995214533e-02,5.000000000000001595e-05
-inf,0.000000000000000000e+00,-inf,1.254398219811395099e-02,5.000000000000000971e-03,0.000000000000000000e+00,-inf,1.004259970786464784e+00,3.073019867624960343e-03,1.759484678735242710e-02,5.000000000000000278e-02,5.000000000000000971e-03
7.500000000000002325e-04,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-inf,2.072809780269015134e-02,5.000000000000001188e-04,0.000000000000000000e+00,1.876724420475159218e-03,0.000000000000000000e+00
-inf,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.715344816934636502e-02,0.000000000000000000e+00
8.206965283167628328e-03,3.381869191714062528e-02,3.529689541674689568e-02,-inf,1.145917202506262179e-03,2.749379256979585934e-02,-inf,4.164295941938744861e-02,2.045080406315801305e-02,4.333214927562473173e-03,2.867374212862981719e-02,2.829455697693230784e-02
-inf,4.672065938255920425e-02,5.000000000000000971e-03,-inf,1.866058602730322332e-04,0.000000000000000000e+00,-inf,2.312614068732338213e-02,4.037727101183640616e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.352593159610104734e-02,-inf,3.611880104154926996e-02,-inf,7.500000000000002325e-04,1.108318387868671533e-02,-inf,2.082238539478116768e-01,1.754457527631088087e-01,3.960735257838115392e-02,6.495483134178452883e-03,1.887500000000000289e-03
-inf,-inf,0.000000000000000000e+00,-inf,5.000000000000001188e-04,0.000000000000000000e+00,-inf,2.409809930774218234e-01,0.000000000000000000e+00,2.950839906123917111e-02,1.059062701850843786e-02,0.000000000000000000e+00
1.881597329717092648e-02,2.681054001607617587e-02,-inf,-inf,1.500000000000000465e-03,0.000000000000000000e+00,-inf,1.952221804377861081e-01,2.411659821554519925e-02,2.911596186829847402e-03,0.000000000000000000e+00,1.750000000000000167e-02
-inf,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,1.660896863134930512e-01,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,-inf,-inf,1.745191589030321312e-04,0.000000000000000000e+00,-inf,2.081560527297268148e-01,5.221818035982653955e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-inf,-inf,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000001188e-04,0.000000000000000000e+00,0.000000000000000000e+00
7.502395340777859301e-03,2.767867179413960603e-04,0.000000000000000000e+00,2.476243463306545298e-04,-inf,2.040311635101182042e-04,-inf,4.103969480409797727e-02,3.838090517577207386e-03,2.070979987732346136e-02,0.000000000000000000e+00,0.000000000000000000e+00
-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,1.208351650885267359e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,4.460896896779661600e-03,-inf,2.401243854268497041e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000001188e-04,0.000000000000000000e+00
-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,1.822667702677836232e-01,0.000000000000000000e+00,0.000000000000000000e+00
-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02
0.000000000000000000e+00,-inf,-inf,1.745191589030321312e-04,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-inf,-inf,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000001188e-04,5.000000000000001188e-04,-inf,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,2.653581963733810459e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-inf,3.872811416088938787e-03,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,5.000000000000001595e-05,-inf,-inf,0.000000000000000000e+00,-inf,6.402218131602027684e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000971e-03,0.000000000000000000e+00
-inf,-inf,0.000000000000000000e+00,-inf,-inf,3.476643870720505514e-02,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.018749945700793233e-03,0.000000000000000000e+00,-inf,-inf,-inf,1.732756249999999878e-03,-inf,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00
-inf,0.000000000000000000e+00,-inf,-inf,-inf,1.352812491855119037e-01,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,-inf,-inf,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.151603963040420217e-03
-inf,-inf,-inf,-inf,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,1.505052651870228408e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.386858428677510517e-03,4.034942339998552618e-02,0.000000000000000000e+00,1.008312500000000148e-04,-inf,-inf,2.019242568069821303e-02,1.967647598192037728e-04,2.848125000000000721e-04,0.000000000000000000e+00,0.000000000000000000e+00
-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,1.733231055956126199e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,1.656727456335620966e-03,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,7.257245332772016382e-03,0.000000000000000000e+00,3.939889299484272689e-03,0.000000000000000000e+00,5.000000000000001595e-05
-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000003409e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.066788467269114894e-03,-inf,1.728468946287017166e-02,3.103325324124393001e-04,-inf,-inf,2.018561037629164057e-01,0.000000000000000000e+00,7.500000000000002325e-04,1.297495558732313960e-02,0.000000000000000000e+00
-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000971e-03,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,3.217484446432064549e-02,1.899751724860750340e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-inf,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02
1.006500449707322352e-02,2.528098447186225874e-03,1.558520543081860082e-02,-inf,3.808263526809496733e-04,-inf,-inf,1.250873756070015538e-02,1.083443199770065327e-02,1.755000000000000483e-03,1.970615205562205596e-01,1.625000000000000402e-02
-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,-inf,1.006500449707322248e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,6.050000000000000690e-04,-inf,5.535000000000001047e-05,-inf,-inf,0.000000000000000000e+00,1.630984882362236654e-01,0.000000000000000000e+00,1.228352834058654003e-02,0.000000000000000000e+00
-inf,-inf,0.000000000000000000e+00,-inf,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.872537480122500375e-02
1.462109935006265238e-01,0.000000000000000000e+00,-inf,-inf,3.837235443438465239e-03,-inf,-inf,0.000000000000000000e+00,2.014275266450416685e-03,2.749729325593959148e-02,0.000000000000000000e+00,9.497119761449285616e-03
-inf,1.023603757143378978e-01,-inf,-inf,0.000000000000000000e+00,-inf,-inf,9.708312349116167139e-01,1.125415645685378802e-01,1.525605275122960021e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,-inf,-inf,0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.512499999999999956e-02
-inf,-inf,-inf,-inf,0.000000000000000000e+00,-inf,-inf,7.736037571433788118e-01,1.890476099043259528e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.344311202651772497e-03,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,-inf,0.000000000000000000e+00,2.426250000000001105e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,-inf,2.002688826986128226e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,5.550377877495252027e-04,0.000000000000000000e+00,-inf,-inf,-inf,1.803644054629674129e-03,3.614131486153208256e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,-inf,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.328250000000000166e-04,-inf,0.000000000000000000e+00,-inf,-inf,-inf,5.905662630393920115e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-inf,0.000000000000000000e+00,-inf,5.000000000000000278e-02,-inf,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-inf,-inf,0.000000000000000000e+00,-inf,-inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,8.008303451469630380e-03,0.000000000000000000e+00,0.000000000000000000e+00
